,Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxa_g
OTU1109,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__
OTU111,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU1112,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__|f__|g__
OTU1113,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_17|o__|f__|g__
OTU1115,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Nocardiopsaceae,g__Thermobifida,s__,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Thermobifida
OTU1116,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU1117,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__Hevea_brasiliensis_phytoplasma,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Microtrichales|f__Ilumatobacteraceae|g__CL500-29_marine_group
OTU1118,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfarculales,f__Desulfarculaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae|g__
OTU1119,k__Bacteria,p__Actinobacteria,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteriaceae,g__Rubrobacter,s__,k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae|g__Rubrobacter
OTU112,k__Bacteria,p__Acidobacteria,c__Subgroup_25,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_25|o__|f__|g__
OTU1120,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__11-24,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Blastocatellia_Subgroup_4|o__11-24|f__|g__
OTU1121,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU1123,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas
OTU1124,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__|g__
OTU1125,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__|f__|g__
OTU1126,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__,k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae|g__SM1A02
OTU1127,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-010,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__Acidobacteria_bacterium_IGE-010|f__|g__
OTU1128,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Butyricicoccus,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Butyricicoccus
OTU1129,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_17|o__|f__|g__
OTU113,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Cavicella,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Cavicella
OTU1130,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__KD3-10,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__KD3-10|g__
OTU1131,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Actinomarinales,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Actinomarinales|f__|g__
OTU11318,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__|g__
OTU11319,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__
OTU1133,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Pajaroellobacter,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Pajaroellobacter
OTU11335,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU1135,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__
OTU1136,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Elsterales|f__|g__
OTU1137,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Haliangiaceae|g__Haliangium
OTU1138,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Limnobacter,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Burkholderiaceae|g__Limnobacter
OTU1139,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__bacterium_WX65,g__,s__,k__Bacteria|p__Rokubacteria|c__NC10|o__Rokubacteriales|f__bacterium_WX65|g__
OTU114,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Dyadobacter,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Cytophagales|f__Spirosomaceae|g__Dyadobacter
OTU1140,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__
OTU11403,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU1141,k__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__JG30-KF-CM66|o__|f__|g__
OTU1143,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__Hymenobacter_wooponensis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter
OTU11430,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_7|f__|g__
OTU1144,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__|f__|g__
OTU1145,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU11462,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__|f__|g__
OTU1147,k__Bacteria,p__Chloroflexi,c__TK10,o__,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__TK10|o__|f__|g__
OTU1148,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__,s__,k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Thermomicrobiales|f__AKYG1722|g__
OTU115,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__Lachnospiraceae_bacterium_10-1,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group
OTU1150,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Cytophagales|f__Microscillaceae|g__
OTU1151,k__Bacteria,p__Latescibacteria,c__,o__,f__,g__,s__,k__Bacteria|p__Latescibacteria|c__|o__|f__|g__
OTU1152,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU1153,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_UCG-014,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_UCG-014
OTU1154,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter
OTU1155,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter
OTU1156,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU116,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Nitrosomonadaceae|g__MND1
OTU1160,k__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__JG30-KF-CM66|o__|f__|g__
OTU1163,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Microtrichales|f__|g__
OTU11637,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__MB-A2-108|o__|f__|g__
OTU1164,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__,k__Bacteria|p__Acidobacteria|c__Thermoanaerobaculia|o__Thermoanaerobaculales|f__Thermoanaerobaculaceae|g__Subgroup_10
OTU11650,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Ramlibacter,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Burkholderiaceae|g__Ramlibacter
OTU1167,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_17|o__|f__|g__
OTU1168,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__,s__,k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__SBR1031|f__A4b|g__
OTU1169,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Nitrosomonas,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Nitrosomonadaceae|g__Nitrosomonas
OTU117,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rubellimicrobium,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rubellimicrobium
OTU1170,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__,s__,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Microtrichales|f__Ilumatobacteraceae|g__
OTU1171,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Virgisporangium,s__,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Virgisporangium
OTU1172,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU1173,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU1174,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU1175,k__Bacteria,p__Actinobacteria,c__,o__,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__|o__|f__|g__
OTU1176,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU1177,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-010,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__Acidobacteria_bacterium_IGE-010|f__|g__
OTU11773,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU11787,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_17|o__|f__|g__
OTU118,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter
OTU1180,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultivated_soil_bacterium_clone_C028,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__uncultivated_soil_bacterium_clone_C028|f__|g__
OTU1182,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__[Eubacterium]_coprostanoligenes_group,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__[Eubacterium]_coprostanoligenes_group
OTU1183,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU1184,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__,s__,k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Thermomicrobiales|f__JG30-KF-CM45|g__
OTU1185,k__Bacteria,p__Chloroflexi,c__SHA-26,o__,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__SHA-26|o__|f__|g__
OTU1186,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__
OTU11868,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__|f__|g__
OTU1187,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Trueperaceae,g__Truepera,s__,k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Trueperaceae|g__Truepera
OTU1188,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__,s__,k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Thermomicrobiales|f__JG30-KF-CM45|g__
OTU1189,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__,g__,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Chitinophagales|f__|g__
OTU11894,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU119,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU1191,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Microtrichales|f__|g__
OTU1192,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__|f__|g__
OTU1193,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__,s__,k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__
OTU11938,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__
OTU1194,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1,g__Candidatus_Arthromitus,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae_1|g__Candidatus_Arthromitus
OTU1195,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Nannocystaceae,g__Nannocystis,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Nannocystaceae|g__Nannocystis
OTU11966,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__|g__
OTU1197,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU1198,k__Bacteria,p__Acidobacteria,c__Subgroup_5,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_5|o__|f__|g__
OTU1199,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__|g__
OTU11996,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Burkholderiaceae|g__
OTU12,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,s__,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium
OTU120,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__,s__,k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__
OTU1202,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Microvirga
OTU1204,k__Bacteria,p__Chloroflexi,c__KD4-96,o__,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__KD4-96|o__|f__|g__
OTU1205,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU12054,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__Nordella,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__|g__Nordella
OTU1206,k__Bacteria,p__Armatimonadetes,c__Chthonomonadetes,o__Chthonomonadales,f__,g__,s__,k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__|g__
OTU1207,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__BIrii41|g__
OTU12077,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Haliangiaceae|g__Haliangium
OTU121,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__|f__|g__
OTU1210,k__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__S085|f__|g__
OTU1213,k__Bacteria,p__Acidobacteria,c__,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__|o__|f__|g__
OTU1214,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bdellovibrionaceae|g__OM27_clade
OTU1215,k__Bacteria,p__Acidobacteria,c__Subgroup_18,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_18|o__|f__|g__
OTU1216,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__
OTU1217,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__SWB02,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae|g__SWB02
OTU12171,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas
OTU1218,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__,g__,s__,k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__|g__
OTU122,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas
OTU1220,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__[Eubacterium]_coprostanoligenes_group,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__[Eubacterium]_coprostanoligenes_group
OTU1221,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU1222,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Elsterales|f__|g__
OTU1223,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Chthoniobacterales|f__Chthoniobacteraceae|g__Chthoniobacter
OTU1224,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae|g__
OTU1226,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__,s__,k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Thermomicrobiales|f__JG30-KF-CM45|g__
OTU1227,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__
OTU1228,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU123,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Cytophagales|f__Microscillaceae|g__Ohtaekwangia
OTU1230,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__Candidatus_Alysiosphaera,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Tistrellales|f__Geminicoccaceae|g__Candidatus_Alysiosphaera
OTU1231,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__
